ER30001,ER30002,CP_FLAG,CDS97KID,CDS02KID,CDS07KID,TA05KID,TA05_RESP,TA05_PSID,TA07KID,TA07_RESP,TA07_PSID,TA09KID,TA09_RESP,TA09_PSID,TA11KID,TA11_RESP,TA11_PSID,PCGID_97,PCGPN_97,PCG97_REL,OCGID_97,OCGPN_97,OCG97_REL,PCGID_02,PCGPN_02,PCG02_REL,OCGID_02,OCGPN_02,OCG02_REL,PCGID_07,PCGPN_07,PCG07_REL,OCGID_07,OCGPN_07,OCG07_REL
3212,5,1,1,,1,,,,,,,,,,,,,3212,2,1,3212,1,2,,,,,,,3212,1,2,3212,2,1
3212,7,1,1,,,1,3,5399,1,3,7272,1,3,4757,1,3,5739,3212,2,1,3212,1,2,,,,,,,,,,,,
3217,3,1,1,1,1,,,,,,,,,,,,,3217,2,1,3217,1,,3217,2,1,3217,1,,3217,2,1,3217,1,
3221,3,1,1,1,,1,3,4072,1,3,2439,1,3,5486,1,1,3968,3221,2,1,3221,1,2,3221,2,1,3221,170,4,,,,,,
3221,5,1,1,1,1,,,,,,,,,,,,,3221,2,1,3221,1,2,3221,2,1,3221,170,4,3221,2,1,3221,1,2
3223,3,1,1,1,,1,3,3552,1,3,3129,1,3,6501,1,3,6327,3223,2,1,3223,1,,3223,2,1,3223,1,,,,,,,
3223,4,1,1,1,1,,,,,,,1,3,6501,1,3,2319,3223,2,1,3223,1,2,3223,2,1,3223,1,2,3223,2,1,3223,1,2
3224,6,1,1,1,,1,3,4856,1,3,2767,1,3,5101,1,3,5574,3224,2,1,3224,1,2,3224,2,1,3224,1,2,,,,,,
3224,7,1,1,1,,,,,1,3,2767,1,3,5101,1,3,5574,3224,2,1,3224,1,2,3224,2,1,3224,1,2,,,,,,
3225,3,1,1,1,,1,3,4341,1,3,3391,1,1,6706,1,2,278,3225,2,1,3225,1,2,3225,2,1,,,,,,,,,
3225,6,1,1,1,1,,,,,,,,,,,,,3225,2,1,3225,1,2,3225,2,1,,,,3225,2,1,3225,1,2
3227,3,1,1,1,1,,,,,,,1,3,7424,1,3,2090,3227,2,1,3227,1,2,3227,2,1,3227,1,2,3227,2,1,3227,1,2
3227,4,1,1,1,1,,,,,,,,,,1,2,2714,3227,2,1,3227,1,2,3227,2,1,3227,1,2,3227,2,1,3227,1,2
3228,3,1,1,1,,1,3,4738,1,3,5016,1,3,4426,1,2,4097,3228,2,1,3228,1,2,3228,2,1,3228,1,2,,,,,,
3228,6,1,1,1,1,,,,,,,,,,,,,3228,2,1,3228,1,2,3228,2,1,3228,1,2,3228,2,1,3228,1,2
3229,3,1,1,1,1,,,,,,,1,3,7318,1,3,8753,3229,2,1,3229,1,2,3229,2,1,3229,1,2,3229,2,1,3229,1,2
3229,4,1,1,1,1,,,,,,,,,,,,,3229,2,1,3229,1,2,3229,2,1,3229,1,2,3229,2,1,3229,1,2
3231,3,1,1,1,1,,,,,,,,,,,,,3231,2,1,3231,1,2,3231,2,1,3231,1,2,3231,2,1,3231,1,2
3232,4,1,1,1,,,,,,,,,,,,,,3232,2,1,3232,1,2,3232,2,1,3232,1,2,,,,,,
3232,5,1,1,1,1,,,,,,,1,3,6001,1,3,5544,3232,2,1,3232,1,2,3232,2,1,3232,1,2,3232,2,1,3232,1,2
3233,3,1,1,1,,,,,1,3,2386,,,,1,3,2068,3233,2,1,3233,1,2,3233,2,1,3233,1,2,,,,,,
3233,4,1,1,1,1,,,,,,,1,3,5062,1,3,2068,3233,2,1,3233,1,2,3233,2,1,3233,1,2,3233,2,1,3233,1,2
3237,6,1,1,1,,1,1,5773,1,1,4089,1,1,4113,1,1,256,3237,2,1,3237,1,2,3237,2,1,3237,1,2,,,,,,
3237,7,1,1,1,,1,3,5686,1,1,6605,1,1,941,1,1,38,3237,2,1,3237,1,2,3237,2,1,3237,1,2,,,,,,
3238,3,1,1,1,,,,,1,3,2450,1,3,5548,1,3,2237,3238,2,1,3238,1,2,3238,2,1,3238,1,2,,,,,,
3238,4,1,1,1,1,,,,,,,,,,1,3,2237,3238,2,1,3238,1,2,3238,2,1,3238,1,2,3238,2,1,3238,1,2
3239,3,1,1,1,1,,,,,,,,,,,,,3239,2,1,3239,1,2,3239,2,1,3239,1,2,3239,2,1,3239,1,2
3239,4,1,1,1,1,,,,,,,,,,,,,3239,2,1,3239,1,2,3239,2,1,3239,1,2,3239,2,1,3239,1,2
3240,3,1,1,1,,,,,1,3,4852,1,3,7362,1,1,5044,3240,2,1,3240,1,2,3240,2,1,3240,1,2,,,,,,
3240,6,1,1,1,1,,,,,,,,,,,,,3240,2,1,3240,1,2,3240,2,1,3240,1,2,3240,2,1,3240,1,2
3242,3,1,1,1,,1,1,5851,1,2,3551,1,2,270,1,2,160,3242,2,1,3242,1,2,3242,2,1,3242,1,2,,,,,,
3242,4,1,1,1,,,,,1,3,2613,1,3,5596,1,3,2432,3242,2,1,3242,1,2,3242,2,1,3242,1,2,,,,,,
3243,4,1,1,,,1,3,3543,1,1,7755,1,1,2432,1,1,730,3243,2,1,3243,1,,,,,,,,,,,,,
3248,4,1,1,1,,,,,,,,1,3,8350,1,3,2194,3248,2,1,3248,1,2,3248,1,2,3248,2,1,,,,,,
3248,5,1,1,1,,,,,,,,,,,1,3,2194,3248,2,1,3248,1,2,3248,1,2,3248,2,1,,,,,,
3249,4,1,1,1,,1,2,6718,,,,1,2,7484,,,,3249,2,1,3249,1,2,3249,2,1,3249,1,2,,,,,,
3249,7,1,1,1,1,,,,,,,1,3,7124,1,3,6576,3249,2,1,3249,1,2,3249,2,1,3249,1,2,3249,2,1,3249,1,2
3250,3,1,1,1,,1,3,5171,1,1,4861,1,2,421,1,2,565,3250,2,1,3250,1,2,3250,2,1,3250,1,2,,,,,,
3250,4,1,1,1,,1,3,5171,1,3,4001,1,3,4442,1,2,3488,3250,2,1,3250,1,2,3250,2,1,3250,1,2,,,,,,
3257,3,1,1,1,,,,,,,,,,,,,,3257,2,1,3257,1,2,3257,2,1,3257,1,2,,,,,,
3257,4,1,1,1,,,,,,,,1,1,6784,1,2,3834,3257,2,1,3257,1,2,3257,2,1,3257,1,2,,,,,,
3258,4,1,1,1,1,,,,,,,1,3,5518,1,3,4663,3258,2,1,3258,1,2,3258,2,1,3258,1,2,3258,2,1,3258,1,2
3258,5,1,1,1,1,,,,,,,,,,,,,3258,2,1,3258,1,2,3258,2,1,3258,1,2,3258,2,1,3258,1,2
3265,3,1,1,,,,,,,,,,,,,,,3265,2,1,3265,1,2,,,,,,,,,,,,
3265,4,1,1,,,,,,,,,,,,,,,3265,2,1,3265,1,2,,,,,,,,,,,,
3270,2,1,1,,,,,,,,,,,,,,,3270,1,1,,,,,,,,,,,,,,,
3275,3,1,1,1,1,,,,,,,,,,1,3,2826,3275,2,1,3275,1,2,3275,2,1,3275,1,2,3275,1,2,3275,2,1
3275,4,1,1,1,1,,,,,,,,,,,,,3275,2,1,3275,1,2,3275,2,1,3275,1,2,3275,1,2,3275,2,1
3276,4,1,1,,,,,,,,,,,,,,,3276,2,1,3276,1,2,,,,,,,,,,,,
3277,3,1,1,,1,,,,,,,,,,1,3,8398,3277,1,1,,,,,,,,,,3277,1,1,,,
3277,4,1,1,,1,,,,,,,,,,1,3,8398,3277,1,1,,,,,,,,,,3277,1,1,,,
3279,6,1,1,,,,,,,,,,,,,,,3279,4,1,,,,,,,,,,,,,,,
3279,7,1,1,,,,,,,,,,,,,,,3279,4,1,,,,,,,,,,,,,,,
3282,5,1,1,1,,,,,1,3,6151,1,3,6054,,,,3282,2,1,3282,1,2,3282,3,,3282,1,2,,,,,,
3282,7,1,1,1,1,,,,,,,1,3,6054,1,3,6043,3282,2,1,3282,1,2,3282,3,,3282,1,2,3282,1,2,3282,2,1
3289,3,1,1,1,,1,3,4228,1,3,1623,1,3,612,1,3,342,3289,2,1,3289,1,2,3289,1,2,3289,2,1,,,,,,
3291,3,1,1,1,,1,3,6403,1,3,6461,1,3,6348,1,2,4035,3291,2,1,3291,1,2,3291,2,1,,,,,,,,,
3294,4,1,1,1,1,,,,,,,,,,,,,3294,3,1,3294,2,3,3294,3,1,3294,5,,3294,3,1,3294,5,
3302,3,1,1,1,1,,,,,,,1,3,3029,1,3,8623,3302,2,1,3302,1,2,3302,2,1,3302,1,2,3302,2,1,3302,1,2
3302,4,1,1,1,1,,,,,,,,,,1,3,8623,3302,2,1,3302,1,2,3302,2,1,3302,1,2,3302,2,1,3302,1,2
3303,7,1,1,1,,,,,,,,1,3,4009,1,3,2099,3303,3,1,3303,2,3,3303,3,1,3303,2,3,,,,,,
3308,3,1,1,1,,,,,,,,1,3,2147,,,,3308,2,1,3308,1,2,3308,2,1,,,,,,,,,
3309,3,1,1,1,1,,,,,,,1,3,8574,1,3,1742,3309,2,1,3309,1,2,3309,2,1,3309,1,2,3309,2,1,3309,1,2
3309,4,1,1,1,1,,,,,,,,,,,,,3309,2,1,3309,1,2,3309,2,1,3309,1,2,3309,2,1,3309,1,2
3310,3,1,1,1,1,,,,,,,,,,,,,3310,2,1,3310,1,2,3310,2,1,3310,1,2,3310,2,1,,,
3311,5,1,1,,,1,3,6163,,,,,,,,,,3311,2,1,3311,1,2,,,,,,,,,,,,
3311,7,1,1,,1,,,,,,,,,,,,,3311,2,1,3311,1,2,,,,,,,3311,2,1,,,
3312,5,1,1,1,,1,3,6106,1,3,2443,1,3,5618,1,3,1723,3312,2,1,3312,1,2,3312,2,1,3312,1,2,,,,,,
3317,3,1,1,,,,,,,,,,,,,,,3317,1,2,3317,2,1,,,,,,,,,,,,
3317,4,1,1,,,,,,,,,,,,,,,3317,1,2,3317,2,1,,,,,,,,,,,,
3318,3,1,1,,,,,,,,,,,,,,,3318,2,1,3318,1,2,,,,,,,,,,,,
3320,2,1,1,1,,,,,1,3,5537,1,3,2752,1,1,2710,3320,1,2,,,,,,,,,,,,,,,
3323,3,1,1,1,,,,,1,3,6998,1,3,7038,1,3,4697,3323,2,1,3323,1,2,3323,2,1,3323,1,2,,,,,,
3323,4,1,1,1,1,,,,,,,1,3,7038,1,3,4697,3323,2,1,3323,1,2,3323,2,1,3323,1,2,3323,2,1,3323,1,2
3326,3,1,1,,,,,,,,,1,3,7777,1,3,1023,3326,1,1,,,,,,,,,,,,,,,
3328,5,1,1,,,,,,1,3,7323,1,3,840,1,3,1686,3328,2,1,3328,1,2,,,,,,,,,,,,
3328,6,1,1,,1,,,,,,,1,3,840,,,,3328,2,1,3328,1,2,,,,,,,3328,2,1,3328,1,2
3330,3,1,1,,,,,,1,3,7928,1,2,8042,1,2,7615,3330,2,1,3330,1,2,,,,,,,,,,,,
3331,6,1,1,1,1,,,,,,,,,,,,,3331,1,1,,,,3331,1,1,,,,3331,1,1,3331,4,
3331,8,1,1,1,1,,,,,,,,,,,,,3331,1,1,,,,3331,1,1,,,,3331,1,1,3331,4,
3332,3,1,1,1,,,,,1,3,7865,1,3,8285,1,3,8537,3332,2,1,3332,1,2,3332,2,1,3332,1,2,,,,,,
3332,4,1,1,1,,,,,,,,1,3,8285,1,2,8894,3332,2,1,3332,1,2,3332,2,1,3332,1,2,,,,,,
3333,3,1,1,1,1,,,,,,,1,3,6442,1,3,4822,3333,2,1,3333,1,2,3333,2,1,3333,1,2,3333,2,1,3333,1,2
3336,3,1,1,1,1,,,,,,,,,,,,,3336,2,1,3336,1,2,3336,1,2,3336,2,1,3336,2,1,3336,1,2
3336,5,1,1,1,1,,,,,,,1,3,5153,1,3,3850,3336,2,1,3336,1,2,3336,1,2,3336,2,1,3336,2,1,3336,1,2
3343,3,1,1,,,,,,,,,,,,,,,3343,2,1,3343,1,2,,,,,,,,,,,,
3345,3,1,1,1,1,,,,,,,,,,,,,3345,2,1,3345,1,2,3345,1,2,,,,3345,1,2,3345,173,
3345,5,1,1,1,1,,,,,,,,,,,,,3345,2,1,3345,1,2,3345,1,2,,,,3345,1,2,3345,173,
3346,3,1,1,,1,,,,,,,,,,1,3,8362,3346,2,1,3346,1,2,,,,,,,3346,2,1,,,
3347,5,1,1,1,1,,,,,,,,,,,,,3347,4,1,,,,3347,4,1,,,,3347,4,1,,,
3348,6,1,1,1,1,,,,,,,,,,,,,3348,5,1,,,,3348,5,1,3348,172,,3348,5,1,3348,1,3
3349,3,1,1,1,1,,,,,,,,,,1,3,6126,3349,1,2,3349,2,1,3349,1,2,3349,2,1,3349,1,2,3349,2,1
3349,4,1,1,1,1,,,,,,,,,,,,,3349,1,2,3349,2,1,3349,1,2,3349,2,1,3349,1,2,3349,2,1
3350,3,1,1,,,,,,,,,,,,,,,3350,2,1,3350,1,2,,,,,,,,,,,,
3352,3,1,1,1,,,,,,,,,,,,,,3352,2,1,3352,1,2,3352,2,1,,,,,,,,,
3353,3,1,1,1,1,,,,,,,,,,,,,3353,2,1,3353,1,,3353,2,1,3353,1,,3353,1,,3353,2,1
3353,4,1,1,1,1,,,,,,,,,,,,,3353,2,1,3353,1,2,3353,2,1,3353,1,2,3353,1,2,3353,2,1
3355,5,1,1,,,,,,,,,,,,1,3,746,3355,2,3,3355,1,4,,,,,,,,,,,,
3355,6,1,1,,,,,,,,,,,,,,,3355,2,3,,,,,,,,,,,,,,,
3356,6,1,1,1,1,,,,,,,,,,,,,3356,3,1,3356,2,3,3356,3,1,3356,1,4,3356,3,1,3356,2,3
3360,2,1,1,1,1,,,,,,,,,,,,,3360,1,1,,,,3360,1,1,3360,170,2,3360,1,1,3360,170,2
3360,3,1,1,1,1,,,,,,,,,,,,,3360,1,1,,,,3360,1,1,3360,170,2,3360,1,1,3360,170,2
3365,4,1,1,1,,1,3,5020,1,3,3576,1,1,6711,1,1,584,3365,2,1,3365,1,2,3365,2,1,3365,1,2,,,,,,
3365,5,1,1,1,1,,,,,,,1,3,4470,1,3,2212,3365,2,1,3365,1,2,3365,2,1,3365,1,2,3365,2,1,3365,1,2
3367,3,1,1,1,1,,,,,,,1,3,5984,1,3,4765,3367,2,1,3367,1,2,3367,2,1,3367,1,2,3367,2,1,3367,1,2
3367,4,1,1,1,1,,,,,,,,,,,,,3367,2,1,3367,1,2,3367,2,1,3367,1,2,3367,2,1,3367,1,2
3368,7,1,1,1,1,,,,,,,,,,1,2,3312,3368,6,1,3368,3,2,3368,6,1,3368,3,2,3368,6,1,3368,3,2
3368,8,1,1,1,1,,,,,,,,,,,,,3368,6,1,3368,3,2,3368,6,1,3368,3,2,3368,6,1,3368,3,2
3369,4,1,1,1,,1,3,2782,1,3,3636,1,1,6806,1,1,4204,3369,2,1,3369,1,2,3369,2,1,3369,1,2,,,,,,
3369,7,1,1,1,1,,,,,,,,,,,,,3369,2,1,3369,1,2,3369,2,1,3369,1,2,3369,2,1,3369,1,2
3371,4,1,1,1,,,,,,,,,,,,,,3371,2,1,3371,1,2,3371,2,1,3371,1,2,,,,,,
3371,5,1,1,1,,,,,,,,,,,,,,3371,2,1,3371,1,2,3371,2,1,3371,1,2,,,,,,
3372,7,1,1,,,1,3,7828,,,,,,,,,,3372,2,1,3372,1,2,,,,,,,,,,,,
3372,8,1,1,,,,,,,,,,,,,,,3372,2,1,3372,1,2,,,,,,,,,,,,
3373,3,1,1,1,1,,,,,,,,,,1,3,6253,3373,2,1,3373,1,,3373,2,1,3373,1,,3373,2,1,3373,1,
3373,4,1,1,1,1,,,,,,,,,,,,,3373,2,1,3373,1,2,3373,2,1,3373,1,2,3373,2,1,3373,1,2
3374,5,1,1,1,1,,,,,,,,,,,,,3374,2,1,3374,4,2,3374,2,1,3374,4,2,3374,2,1,3374,4,2
3375,5,1,1,1,,,,,,,,1,3,209,,,,3375,2,3,3375,1,,3375,170,1,,,,,,,,,
3375,6,1,1,1,1,,,,,,,,,,1,3,2077,3375,2,3,3375,1,,3375,2,3,3375,1,,3375,2,3,,,
3376,6,1,1,1,,,,,1,3,4128,1,3,5033,1,1,7015,3376,2,1,3376,1,2,3376,2,1,3376,1,2,,,,,,
3376,7,1,1,1,1,,,,,,,1,3,7801,1,3,7164,3376,2,1,3376,1,2,3376,2,1,3376,1,2,3376,2,1,3376,1,2
3378,3,1,1,1,,,,,,,,,,,,,,3378,2,1,3378,1,,3378,2,1,3378,1,,,,,,,
3378,4,1,1,1,1,,,,,,,,,,,,,3378,2,1,3378,1,2,3378,2,1,3378,1,2,3378,2,1,3378,1,2
3380,4,1,1,1,,1,3,7865,1,3,7111,1,3,7197,1,3,5902,3380,2,1,3380,1,2,3380,2,1,3380,1,2,,,,,,
3380,5,1,1,1,,,,,1,3,7111,1,3,7197,1,3,5902,3380,2,1,3380,1,2,3380,2,1,3380,1,2,,,,,,
3382,3,1,1,,,,,,,,,,,,,,,3382,2,1,3382,1,,,,,,,,,,,,,
3382,4,1,1,,,,,,,,,,,,,,,3382,2,1,3382,1,,,,,,,,,,,,,
3386,3,1,1,1,,,,,1,3,8246,1,3,5026,1,3,664,3386,2,1,3386,1,2,3386,2,1,3386,1,2,,,,,,
3386,4,1,1,1,1,,,,,,,,,,1,3,664,3386,2,1,3386,1,2,3386,2,1,3386,1,2,3386,2,1,3386,1,2
3387,3,1,1,1,1,,,,,,,,,,,,,3387,2,1,3387,1,2,3387,2,1,3387,1,2,3387,2,1,3387,1,2
3389,3,1,1,1,,,,,,,,,,,,,,3389,2,1,3389,1,2,3389,2,1,3389,1,2,,,,,,
3390,3,1,1,1,1,,,,,,,1,3,2091,1,3,7769,3390,2,1,3390,1,2,3390,2,1,,,,3390,2,1,,,
3396,4,1,1,,,,,,1,3,7686,1,1,7962,1,1,8463,3396,2,1,3396,1,2,,,,,,,,,,,,
3397,3,1,1,1,1,,,,,,,,,,1,3,2538,3397,2,1,3397,1,2,3397,2,1,3397,1,2,3397,2,1,3397,1,2
3397,7,1,1,1,1,,,,,,,,,,,,,3397,6,1,,,,3397,6,1,3397,170,,3397,6,1,3397,170,
3403,5,1,1,,,,,,,,,,,,,,,3403,2,1,3403,1,2,,,,,,,,,,,,
3403,6,1,1,,,,,,,,,,,,,,,3403,2,1,3403,1,2,,,,,,,,,,,,
3404,3,1,1,1,1,,,,,,,,,,1,2,7012,3404,2,1,3404,1,2,3404,2,1,3404,1,2,3404,2,1,3404,1,2
3404,4,1,1,1,1,,,,,,,,,,,,,3404,2,1,3404,1,2,3404,2,1,3404,1,2,3404,2,1,3404,1,2
3407,3,1,1,,1,,,,,,,,,,,,,3407,1,1,3407,2,,,,,,,,3407,1,1,,,
3407,4,1,1,,1,,,,,,,,,,,,,3407,1,1,3407,2,,,,,,,,3407,1,1,,,
3408,4,1,1,1,,1,3,3392,1,3,2021,1,3,6880,1,3,6090,3408,2,1,3408,1,2,3408,2,1,3408,1,2,,,,,,
3409,3,1,1,1,1,,,,,,,,,,1,3,7337,3409,2,1,3409,1,2,3409,2,1,3409,1,2,3409,2,1,3409,1,2
3409,4,1,1,1,1,,,,,,,,,,,,,3409,2,1,3409,1,2,3409,2,1,3409,1,2,3409,2,1,3409,1,2
3413,5,1,1,,,,,,1,3,6213,1,3,5794,1,3,5305,3413,2,1,3413,1,2,,,,,,,,,,,,
3416,3,1,1,1,1,,,,,,,,,,,,,3416,2,1,3416,1,2,3416,2,1,3416,1,2,3416,2,1,3416,1,2
3417,3,1,1,1,1,,,,,,,,,,1,3,7215,3417,2,1,3417,1,2,3417,2,1,3417,1,2,3417,2,1,3417,1,2
3420,4,1,1,1,,,,,,,,,,,,,,3420,2,1,3420,1,2,3420,2,1,3420,1,2,,,,,,
3420,5,1,1,1,,,,,,,,,,,,,,3420,2,1,3420,1,2,3420,2,1,3420,1,2,,,,,,
3422,3,1,1,1,1,,,,,,,1,3,4679,1,3,1637,3422,1,2,3422,2,1,3422,1,2,,,,3422,1,2,3422,2,1
3422,4,1,1,,1,,,,,,,,,,,,,3422,1,2,3422,2,1,,,,,,,3422,1,2,3422,2,1
3425,4,1,1,,,,,,1,1,5283,1,1,7943,1,1,3705,3425,2,3,3425,1,4,,,,,,,,,,,,
3427,4,1,1,1,,,,,,,,,,,,,,3427,2,1,3427,1,2,3427,2,1,3427,1,2,,,,,,
3427,5,1,1,1,,,,,,,,,,,,,,3427,2,1,3427,1,2,3427,2,1,3427,1,2,,,,,,
3429,4,1,1,,,,,,,,,1,3,8365,1,1,8822,3429,1,1,,,,,,,,,,,,,,,
3429,5,1,1,,,,,,,,,,,,,,,3429,1,1,,,,,,,,,,,,,,,
3437,3,1,1,1,,1,3,6922,1,3,6397,1,1,7313,1,1,4082,3437,2,1,3437,1,2,3437,2,1,3437,1,2,,,,,,
3437,7,1,1,1,1,,,,,,,,,,,,,3437,2,1,3437,1,2,3437,2,1,3437,1,2,3437,2,1,3437,1,2
3441,3,1,1,1,,,,,1,3,6363,1,3,5053,1,3,3927,3441,2,1,3441,1,2,3441,2,1,3441,1,2,,,,,,
3441,5,1,1,1,1,,,,,,,,,,1,3,3927,3441,2,1,3441,1,2,3441,2,1,3441,1,2,3441,2,1,3441,1,2
5012,38,1,1,1,,,,,1,1,8299,1,1,7234,,,,5012,183,,,,,5012,183,,,,,,,,,,
5012,39,1,1,1,,1,3,5628,1,1,8040,,,,1,1,5460,5012,183,,,,,5012,183,,,,,,,,,,
5012,177,1,1,1,1,,,,,,,,,,1,3,1897,5012,31,1,,,,5012,187,5,5012,186,,5012,187,5,5012,186,
5014,35,1,1,,,1,1,6193,1,1,5054,1,1,2139,1,1,5346,5014,175,1,,,,,,,,,,,,,,,
5014,40,1,1,1,1,,,,,,,,,,,,,5014,32,1,,,,5014,32,1,,,,5014,32,1,,,
5015,34,1,1,,,1,3,5549,1,3,2674,1,1,4519,1,1,1080,5015,3,1,,,,,,,,,,,,,,,
5015,35,1,1,1,,1,3,5549,1,3,2674,1,3,252,1,3,261,5015,3,1,,,,5015,3,1,,,,,,,,,
5015,36,1,1,1,1,,,,,,,,,,1,3,483,5015,30,1,5015,184,,5015,30,1,5015,184,,5015,30,1,5015,184,
5015,177,1,1,1,1,,,,,,,1,3,6274,1,3,483,5015,30,1,5015,184,,5015,30,1,5015,184,,5015,30,1,5015,184,
5016,33,1,1,1,,,,,1,3,4888,1,3,218,1,3,1450,5016,170,1,,,,5016,170,1,,,,,,,,,
5016,34,1,1,1,1,,,,,,,1,3,218,1,3,1450,5016,170,1,,,,5016,170,1,,,,5016,170,1,,,
5017,32,1,1,1,1,,,,,,,1,3,8241,1,3,1482,5017,171,1,5017,3,3,5017,171,1,5017,3,3,5017,171,1,,,
5017,175,1,1,,,1,3,5832,1,1,6999,1,1,7240,1,1,5865,5017,3,,5017,170,,,,,,,,,,,,,
5018,33,1,1,1,1,,,,,,,,,,1,3,7266,5018,3,3,5018,175,,5018,3,3,5018,30,1,5018,3,3,5018,175,
5018,34,1,1,1,1,,,,,,,,,,1,3,6550,5018,4,,5018,182,,5018,4,,5018,2,,5018,4,,5018,2,
5031,38,1,1,1,,1,3,7035,1,1,6623,1,1,6976,1,1,2057,5031,6,1,,,,5031,6,1,,,,,,,,,
5031,39,1,1,1,,1,3,1897,1,3,5852,1,3,2129,1,3,685,5031,5,1,,,,5031,5,1,,,,,,,,,
5031,40,1,1,1,,1,3,7035,1,3,6623,1,3,6976,1,3,2214,5031,6,1,,,,5031,6,1,,,,,,,,,
5031,41,1,1,,,1,3,5771,1,1,5578,1,1,8024,1,3,4495,5031,7,1,,,,,,,,,,,,,,,
5031,42,1,1,1,,1,3,6542,1,3,7054,1,3,7956,1,3,5676,5031,3,1,,,,5031,3,1,5031,33,,,,,,,
5031,43,1,1,,,,,,1,3,5567,1,3,3571,1,1,2069,5031,9,1,,,,,,,,,,,,,,,
5031,44,1,1,,,,,,,,,1,3,8024,1,1,4495,5031,7,1,,,,,,,,,,,,,,,
5031,46,1,1,1,1,,,,,,,1,3,7956,1,3,5676,5031,3,1,,,,5031,3,1,5031,33,,5031,3,1,,,
5031,50,1,1,1,1,,,,,,,,,,,,,5031,32,1,5031,5,3,5031,32,1,,,,5031,32,1,,,
5031,52,1,1,,1,,,,,,,,,,,,,5031,9,1,,,,,,,,,,5031,178,,,,
5034,40,1,1,1,,1,3,7632,1,3,7693,1,3,7468,1,3,5494,5034,5,1,5034,174,2,5034,5,1,5034,174,2,,,,,,
5034,42,1,1,1,,1,1,6303,1,1,7316,1,2,6884,1,1,7536,5034,170,1,,,,5034,170,1,,,,,,,,,
5034,43,1,1,1,,1,3,5882,1,1,6302,1,1,5378,1,1,4728,5034,170,1,,,,5034,170,1,,,,,,,,,
5035,31,1,1,1,,,,,1,3,6590,1,1,3911,1,1,1122,5035,171,1,5035,3,2,5035,171,1,5035,3,2,,,,,,
5036,31,1,1,1,1,,,,,,,,,,,,,5036,2,1,5036,173,2,5036,2,1,5036,173,2,5036,2,1,,,
5037,34,1,1,1,,1,3,6217,1,3,7397,1,3,8630,1,1,7633,5037,5,1,5037,172,2,5037,5,1,5037,172,2,,,,,,
5037,185,1,1,1,,1,3,6217,1,3,7397,1,1,8670,1,1,2669,5037,5,1,5037,172,2,5037,5,1,5037,172,2,,,,,,
5040,33,1,1,1,1,,,,,,,,,,,,,5040,30,1,,,,5040,30,1,5040,183,2,5040,30,1,,,
5040,181,1,1,1,1,,,,,,,,,,1,3,353,5040,30,1,,,,5040,30,1,5040,183,,5040,30,1,,,
5045,33,1,1,1,,1,3,4481,1,3,3787,1,1,5711,1,1,1520,5045,3,1,,,,5045,3,1,5045,176,,,,,,,
5046,176,1,1,1,,,,,,,,,,,,,,5046,173,2,5046,2,1,5046,2,1,5046,173,2,,,,,,
5046,177,1,1,1,,,,,,,,,,,,,,5046,173,2,5046,2,1,5046,2,1,5046,173,2,,,,,,
5047,31,1,1,1,1,,,,,,,1,3,6296,1,3,5546,5047,3,1,5047,175,,5047,3,1,,,,5047,3,1,,,
5047,32,1,1,1,1,,,,,,,,,,1,3,5546,5047,3,1,5047,175,,5047,3,1,,,,5047,3,1,,,
5048,39,1,1,1,,1,3,485,1,3,929,1,1,5356,1,1,50,5048,4,1,,,,5048,4,1,,,,,,,,,
5048,41,1,1,,1,,,,,,,1,1,7217,1,1,1018,5048,30,1,,,,,,,,,,5048,30,1,,,
5048,45,1,1,,1,,,,,,,,,,1,3,860,5048,30,1,,,,,,,,,,5048,30,1,,,
5048,46,1,1,,1,,,,,,,,,,,,,5048,35,1,5048,3,3,,,,,,,5048,35,1,5048,180,
5052,48,1,1,1,,1,1,6905,1,1,6282,1,1,2368,1,1,2,5052,4,1,,,,5052,4,1,,,,,,,,,
5052,49,1,1,1,,1,3,1960,1,3,5173,1,3,831,1,3,878,5052,8,1,5052,170,2,5052,8,1,,,,,,,,,
5052,50,1,1,1,,1,3,3307,1,3,1118,1,3,4437,1,2,3271,5052,174,1,,,,5052,174,1,,,,,,,,,
5052,51,1,1,1,1,,,,,,,,,,,,,5052,33,1,5052,191,2,5052,33,1,,,,5052,33,1,,,
5052,52,1,1,1,1,,,,,,,,,,,,,5052,33,1,5052,191,2,5052,33,1,,,,5052,33,1,,,
5052,192,1,1,1,,,,,,,,,,,,,,5052,8,5,5052,170,6,5052,8,5,,,,,,,,,
5055,37,1,1,1,,1,3,1339,1,3,1742,,,,1,1,1713,5055,31,1,,,,5055,31,1,,,,,,,,,
5055,38,1,1,1,,,,,1,3,1742,1,3,2544,1,3,1093,5055,31,1,,,,5055,31,1,,,,,,,,,
5055,42,1,1,1,1,,,,,,,,,,1,3,959,5055,178,1,5055,5,2,5055,178,1,,,,5055,178,1,,,
5055,43,1,1,1,1,,,,,,,,,,,,,5055,171,1,5055,188,2,5055,171,1,5055,188,2,5055,171,1,5055,171,1
5055,44,1,1,1,1,,,,,,,,,,,,,5055,33,1,5055,2,3,5055,2,3,,,,5055,33,1,,,
5055,176,1,1,1,,1,3,5806,1,3,6513,,,,,,,5055,171,1,5055,188,2,5055,171,1,5055,188,2,,,,,,
